nome,titulo,faixa_etaria,budget_total,expectativa_alcance,canal_marketing,roi,cpc,numero_conversoes
Campanha_7863,Filme_7913,16,42697.93,403517,Google Ads,189389.63,8.01,76816
Campanha_4228,Filme_9823,0,39240.19,198932,LinkedIn,152460.69,4.26,3233
Campanha_7206,Filme_5384,18,36824.82,150178,Google Ads,140575.69,7.65,28953
Campanha_3987,Filme_8772,18,10358.92,965237,Twitter,87606.86,4.67,154389
Campanha_6761,Filme_156,10,9427.7,253725,Instagram,19009.92,9.18,43986
Campanha_4606,Filme_8869,14,21753.73,366722,Google Ads,177622.74,5.95,25354
Campanha_6873,Filme_8860,14,44331.35,150554,YouTube,347945.34,4.3,23398
Campanha_5068,Filme_9855,10,20735.72,647407,Facebook,41828.43,0.55,24681
Campanha_8328,Filme_3587,16,28149.52,686066,Instagram,60566.73,5.97,16202
Campanha_2473,Filme_8522,14,6424.96,188653,YouTube,26637.84,1.97,19882
Campanha_949,Filme_1168,14,7968.11,675297,Facebook,69740.36,0.25,14909
Campanha_8330,Filme_7146,10,29055.26,343971,Google Ads,265342.77,0.8,57766
Campanha_5582,Filme_307,18,22426.84,350744,Google Ads,146320.5,7.04,51489
Campanha_8215,Filme_316,10,36345.98,541010,YouTube,78707.61,9.28,78923
Campanha_770,Filme_6057,18,1540.83,898068,LinkedIn,8293.16,2.83,46875
Campanha_1439,Filme_2329,16,10868.0,783851,YouTube,27121.07,7.72,118998
Campanha_4944,Filme_7683,16,27351.05,728146,YouTube,98256.24,8.62,45109
Campanha_6507,Filme_395,10,29786.24,553319,Twitter,74182.89,0.44,110419
Campanha_8103,Filme_6729,12,29592.14,196076,LinkedIn,204338.05,7.02,30896
Campanha_2288,Filme_1530,10,31639.59,359704,Instagram,135755.5,2.38,65543
Campanha_3303,Filme_9158,18,1830.68,635758,YouTube,1081.0,9.34,108537
Campanha_5043,Filme_5401,14,45789.82,412984,Twitter,114920.63,0.21,42710
Campanha_1690,Filme_4174,14,19306.58,842290,Google Ads,103906.6,8.02,71269
Campanha_9175,Filme_1669,14,39444.01,41970,Facebook,158007.79,0.33,7191
Campanha_2665,Filme_8536,16,15265.13,182136,Google Ads,150435.43,2.2,14436
Campanha_9671,Filme_7905,14,23712.41,938847,LinkedIn,100550.78,7.37,44252
Campanha_799,Filme_7127,14,24216.02,589182,Google Ads,137061.62,2.07,96768
Campanha_6741,Filme_8023,0,33456.61,857035,Facebook,110045.7,8.13,52435
Campanha_9685,Filme_6385,10,36564.66,979122,Facebook,298980.48,1.04,190260
Campanha_6608,Filme_5004,16,12995.79,549089,YouTube,52818.27,2.05,79812
Campanha_8884,Filme_4455,0,26303.41,170006,YouTube,260803.2,8.04,17281
Campanha_1397,Filme_2961,12,22462.59,39970,YouTube,57477.03,7.33,4967
Campanha_7468,Filme_7956,18,26917.33,508757,Facebook,128494.31,3.2,79062
Campanha_9730,Filme_8569,14,17898.37,185246,YouTube,33633.08,7.37,25053
Campanha_9074,Filme_2746,0,29288.23,904890,LinkedIn,118739.01,2.18,121662
Campanha_2953,Filme_6780,18,25342.11,794559,LinkedIn,112655.81,8.27,143072
Campanha_7024,Filme_16,16,3311.31,65162,LinkedIn,6503.4,6.3,7805
Campanha_6724,Filme_102,16,38727.48,352709,Facebook,207308.09,3.58,12153
Campanha_5853,Filme_5890,18,18808.55,924524,Instagram,167229.93,2.51,50788
Campanha_9409,Filme_7243,14,37776.49,554536,Twitter,277117.74,9.4,41903
Campanha_8215,Filme_3120,14,3005.19,549406,Facebook,11581.81,3.52,10256
Campanha_7013,Filme_4543,12,46355.62,719744,Twitter,355588.23,1.7,18149
Campanha_8615,Filme_1095,10,14429.24,21705,Twitter,13526.77,2.35,3143
Campanha_1983,Filme_4179,14,26595.51,680406,Facebook,177921.99,3.34,102016
Campanha_949,Filme_6195,0,21467.13,843466,Google Ads,156707.16,7.75,154495
Campanha_7759,Filme_621,16,34726.66,190069,YouTube,267096.14,2.98,30450
Campanha_7252,Filme_6084,14,17935.17,927378,Google Ads,161680.42,8.97,11817
Campanha_6693,Filme_5135,16,29035.54,356455,Facebook,139559.15,3.08,21370
Campanha_1778,Filme_4771,12,33451.99,726473,Instagram,155902.18,9.65,143459
Campanha_1684,Filme_8249,12,6887.28,704735,Facebook,43877.33,4.11,37422
Campanha_6442,Filme_5696,10,33185.64,270683,Instagram,299740.62,0.32,43510
Campanha_1512,Filme_7979,18,46031.57,385737,Twitter,77485.42,4.21,42163
Campanha_7483,Filme_4125,12,38780.42,296296,Twitter,187378.7,2.12,26909
Campanha_6895,Filme_5071,12,39174.23,890662,Google Ads,314690.75,8.3,44633
Campanha_130,Filme_3189,14,31274.76,491357,Twitter,66480.97,8.88,43277
Campanha_9803,Filme_5299,10,39500.33,761800,LinkedIn,177037.65,0.19,149104
Campanha_6693,Filme_3457,18,20534.03,235745,Facebook,149479.26,5.06,19902
Campanha_8533,Filme_2614,12,34155.35,862879,LinkedIn,74800.69,3.01,53107
Campanha_5562,Filme_1776,14,42384.91,909689,YouTube,262947.94,3.31,26107
Campanha_9183,Filme_7611,0,23605.04,245312,YouTube,124129.69,5.54,45582
Campanha_1802,Filme_1938,18,32478.15,601840,Google Ads,22316.42,8.44,97761
Campanha_1255,Filme_8590,12,33110.24,635426,Facebook,291465.88,3.41,118677
Campanha_6758,Filme_1529,18,30012.73,114895,Twitter,69102.03,0.6,18294
Campanha_4135,Filme_2097,10,11620.03,475503,LinkedIn,44123.38,4.24,68064
Campanha_2970,Filme_3379,12,9867.98,875413,Google Ads,16766.62,7.63,116396
Campanha_9887,Filme_4295,18,28622.49,328695,Twitter,130757.01,3.85,48015
Campanha_5704,Filme_7044,12,44952.71,652258,Facebook,29345.64,8.63,73139
Campanha_460,Filme_3132,18,29752.62,358787,LinkedIn,41592.24,1.78,8847
Campanha_7174,Filme_6678,14,49062.92,563469,Twitter,429555.74,2.32,53726
Campanha_5649,Filme_5777,18,43412.36,47728,LinkedIn,408040.51,7.98,2813
Campanha_3261,Filme_7690,10,38102.03,671001,Google Ads,224817.29,3.99,66107
Campanha_9831,Filme_9138,16,38747.53,72749,LinkedIn,122635.4,1.87,11383
Campanha_5695,Filme_3979,18,31912.26,378488,Facebook,158012.8,7.91,27148
Campanha_9995,Filme_1868,18,15411.12,743509,Google Ads,60773.28,8.76,24282
Campanha_9886,Filme_7774,0,21238.26,913353,Instagram,77842.46,1.05,25514
Campanha_1592,Filme_3787,10,20349.64,149729,Facebook,80910.23,2.86,23656
Campanha_429,Filme_7414,12,32854.9,521295,Facebook,266562.56,0.8,62210
Campanha_5634,Filme_2005,10,47668.56,429196,YouTube,424356.64,2.88,32462
Campanha_5749,Filme_6033,14,31923.35,943716,Facebook,308386.93,5.48,38427
Campanha_5925,Filme_370,18,43082.97,356854,Twitter,212451.11,5.42,9981
Campanha_6799,Filme_7665,12,11305.5,484047,Google Ads,11957.3,9.72,42396
Campanha_1718,Filme_6937,14,37969.38,423311,Facebook,362278.17,0.46,82645
Campanha_5756,Filme_5318,12,6485.03,189805,Instagram,37009.0,6.48,24574
Campanha_6400,Filme_8902,12,4040.5,849844,Twitter,13660.24,8.08,101792
Campanha_2287,Filme_1732,10,20368.28,921013,Google Ads,170341.82,6.93,82446
Campanha_268,Filme_9213,0,28882.78,62909,Google Ads,210872.61,2.36,1535
Campanha_8737,Filme_419,12,33189.63,621164,LinkedIn,66516.99,5.17,41637
Campanha_8430,Filme_9267,0,44141.97,963543,YouTube,284944.1,6.26,49341
Campanha_1928,Filme_3744,12,44788.74,758358,Twitter,52211.02,0.41,136847
Campanha_2493,Filme_1407,0,1450.68,337240,Google Ads,9489.86,4.05,15547
Campanha_3627,Filme_7778,16,26355.01,420869,Google Ads,60645.82,9.28,81058
Campanha_6702,Filme_9633,18,49742.15,724153,Instagram,196356.16,5.4,131849
Campanha_8415,Filme_4807,16,33550.39,388485,Google Ads,129857.5,2.83,11444
Campanha_6906,Filme_5681,0,35390.23,418950,LinkedIn,332172.52,2.69,60716
Campanha_1430,Filme_8923,18,21576.45,41124,YouTube,114316.58,4.23,554
Campanha_2431,Filme_3958,18,7062.15,670301,YouTube,25293.65,4.82,18525
Campanha_6893,Filme_8781,16,46293.56,700156,Facebook,387277.63,1.01,82887
Campanha_6269,Filme_1103,0,4637.67,40146,Facebook,4444.27,0.18,1246
Campanha_5969,Filme_8352,18,34070.61,120499,Google Ads,207873.06,2.07,9956
Campanha_1730,Filme_5133,14,16963.78,192054,YouTube,58105.23,5.66,16599
Campanha_4872,Filme_7676,0,2146.9,70545,LinkedIn,12283.87,4.09,4833
Campanha_4722,Filme_3773,16,41811.58,414381,YouTube,267670.25,6.62,53439
Campanha_354,Filme_7270,16,36587.96,681595,Google Ads,225284.46,1.74,49038
Campanha_3688,Filme_6015,10,34012.63,987606,YouTube,179726.0,0.35,67527
Campanha_5013,Filme_1382,16,12520.46,725766,YouTube,15351.94,3.04,144747
Campanha_2332,Filme_9175,10,15400.91,97989,Facebook,38896.81,2.68,12282
Campanha_1512,Filme_5940,18,48975.77,679077,Twitter,307842.96,1.98,38162
Campanha_1182,Filme_4222,12,2363.22,743929,Twitter,1627.01,0.55,52380
Campanha_3471,Filme_4699,18,49957.97,425102,Google Ads,53460.78,2.43,82587
Campanha_2513,Filme_3154,14,48920.91,926195,Facebook,42530.06,6.49,166434
Campanha_8750,Filme_261,10,20882.76,32991,LinkedIn,134255.61,2.11,2721
Campanha_7775,Filme_4440,16,35143.61,236604,YouTube,84011.12,4.35,14261
Campanha_408,Filme_2186,12,16485.5,710110,Twitter,162218.28,7.1,42417
Campanha_9897,Filme_4218,12,43944.05,263677,Google Ads,195476.2,0.84,19669
Campanha_5582,Filme_5046,14,49725.48,456134,Facebook,84018.7,4.92,36243
Campanha_8696,Filme_3820,0,6170.8,338315,YouTube,45889.92,8.4,44812
Campanha_4045,Filme_223,12,42063.88,248306,Twitter,350629.38,8.55,33340
Campanha_2042,Filme_1252,18,30871.56,917329,YouTube,157930.52,8.69,97389
Campanha_3929,Filme_9692,16,41138.3,679314,LinkedIn,137274.53,3.84,125224
Campanha_4460,Filme_5036,16,11518.1,85046,Instagram,25992.05,8.04,11057
Campanha_1213,Filme_9133,0,32862.55,397440,LinkedIn,19353.37,4.25,74362
Campanha_7665,Filme_4100,14,7721.58,974682,Google Ads,60878.8,8.52,151681
Campanha_9286,Filme_7211,0,40376.98,40796,Instagram,175683.54,1.25,7826
Campanha_6886,Filme_1162,18,31659.09,500806,YouTube,205125.97,4.11,91657
Campanha_7093,Filme_409,10,13427.61,298441,Instagram,26264.43,3.47,23888
Campanha_6167,Filme_261,14,30141.37,796496,Google Ads,112933.99,2.77,20115
Campanha_8852,Filme_7079,14,49292.94,143371,Instagram,249581.38,5.46,10514
Campanha_2087,Filme_6603,0,27454.99,841917,Twitter,57560.43,2.5,130881
Campanha_9986,Filme_596,18,28335.22,999023,Instagram,28394.67,8.45,98722
Campanha_2654,Filme_8890,12,37401.0,51197,LinkedIn,230005.15,9.81,7624
Campanha_3982,Filme_4655,14,2044.2,285464,Facebook,8738.49,7.0,22026
Campanha_8399,Filme_3193,16,38667.56,869947,LinkedIn,93658.92,4.26,132183
Campanha_2732,Filme_3796,0,16558.67,422920,Twitter,154261.34,7.29,27548
Campanha_7711,Filme_7152,18,41401.44,160722,Facebook,375882.62,8.96,12267
Campanha_3733,Filme_294,12,49669.95,411538,Instagram,73055.41,5.11,63551
Campanha_558,Filme_483,12,44640.21,88464,Google Ads,112249.67,9.72,2860
Campanha_1009,Filme_4780,10,10029.24,367953,Twitter,11044.2,1.51,50217
Campanha_1658,Filme_9990,16,23534.99,514591,Google Ads,163329.25,6.58,74515
Campanha_4915,Filme_924,10,10207.33,101287,YouTube,41239.53,10.0,7177
Campanha_307,Filme_5255,10,9420.26,604927,Google Ads,86522.93,0.63,24175
Campanha_7241,Filme_5541,10,20709.74,240102,Facebook,68210.6,3.06,26565
Campanha_7744,Filme_3286,16,17896.72,72416,Facebook,95385.66,1.39,12172
Campanha_4844,Filme_4107,18,35708.71,676871,Twitter,244210.32,4.98,106608
Campanha_875,Filme_2376,10,18653.01,188099,Facebook,121916.58,2.38,16431
Campanha_5720,Filme_3032,18,27888.03,310262,Google Ads,133147.78,6.18,20011
Campanha_3757,Filme_4711,16,44483.55,975119,LinkedIn,132351.05,9.54,27295
Campanha_5750,Filme_4301,18,29624.14,220952,Facebook,121629.6,9.8,15483
Campanha_264,Filme_746,18,19877.46,909759,YouTube,39766.55,7.6,81402
Campanha_7742,Filme_9847,12,33700.65,493501,YouTube,181990.71,7.71,44213
Campanha_4334,Filme_4601,16,22291.4,610940,LinkedIn,197110.81,0.13,58462
Campanha_1353,Filme_4414,12,29055.99,323815,YouTube,144170.5,7.05,7607
Campanha_1497,Filme_37,14,18000.44,625604,Twitter,10522.0,3.43,63374
Campanha_7940,Filme_9179,10,44225.73,657302,Facebook,396985.43,0.36,32510
Campanha_2732,Filme_4100,12,20204.35,394674,Google Ads,186803.93,7.54,55647
Campanha_3707,Filme_163,10,30379.97,823202,Instagram,29433.78,6.51,9495
Campanha_8847,Filme_2283,10,18599.68,753689,Instagram,126276.76,3.61,88060
Campanha_8768,Filme_8558,0,35005.58,233755,YouTube,86098.69,7.34,30126
Campanha_1590,Filme_7072,0,41775.82,251601,Facebook,252318.4,9.13,35921
Campanha_7872,Filme_6320,14,24028.94,111384,Google Ads,226439.32,2.0,20928
Campanha_1998,Filme_4171,18,11406.05,677485,LinkedIn,39417.66,6.59,53459
Campanha_9151,Filme_8385,0,23376.5,568135,YouTube,155338.76,7.59,64850
Campanha_5520,Filme_3223,10,31511.49,531731,Facebook,195632.16,6.63,97146
Campanha_9055,Filme_2072,12,26125.29,459627,LinkedIn,20112.26,3.07,20694
Campanha_5701,Filme_3777,16,31205.62,617975,Facebook,121682.98,7.39,37476
Campanha_8260,Filme_6090,16,10581.54,972677,Instagram,67942.87,1.6,61287
Campanha_1346,Filme_4780,12,2365.34,136567,Twitter,2474.93,2.37,21637
Campanha_9005,Filme_9931,0,15620.01,92436,Facebook,78312.88,2.33,13666
Campanha_17,Filme_6435,16,6282.02,279331,Twitter,6375.17,0.86,54943
Campanha_2622,Filme_1994,10,18560.94,12370,Facebook,149938.41,7.04,1179
Campanha_5569,Filme_947,10,48371.16,191827,LinkedIn,362005.57,8.13,13069
Campanha_6313,Filme_2337,10,39836.72,855519,Google Ads,321575.53,0.67,21561
Campanha_1537,Filme_2109,0,31830.59,51459,LinkedIn,108299.74,0.65,4758
Campanha_8012,Filme_4503,10,6862.53,538279,Instagram,57084.8,3.24,25353
Campanha_9355,Filme_3350,16,19480.55,660584,LinkedIn,93049.64,4.79,108113
Campanha_2414,Filme_3466,10,24632.93,57153,Google Ads,86896.4,3.82,7850
Campanha_9307,Filme_668,16,34305.43,316190,Google Ads,116289.7,0.82,47909
Campanha_9722,Filme_4483,0,13751.64,996389,LinkedIn,42325.07,4.17,122391
Campanha_3835,Filme_2648,16,46730.85,713402,Twitter,459516.04,1.81,69779
Campanha_5931,Filme_1782,14,40774.31,983507,Google Ads,198611.46,6.63,63218
Campanha_2967,Filme_4707,16,4428.25,907855,LinkedIn,14479.56,3.55,88396
Campanha_8638,Filme_208,10,25393.51,789627,YouTube,20830.71,3.37,108366
Campanha_1267,Filme_6218,10,33766.82,569170,Facebook,90860.56,2.85,103456
Campanha_3253,Filme_6122,16,23061.74,73159,Google Ads,110835.52,7.06,1429
Campanha_4464,Filme_5365,0,21398.56,350656,Google Ads,38363.75,6.55,58891
Campanha_3212,Filme_856,10,11813.52,120475,Instagram,28049.42,5.94,21667
Campanha_3546,Filme_7005,14,23948.55,662671,Google Ads,145202.92,6.03,18545
Campanha_5597,Filme_9891,0,27480.75,965368,Facebook,160976.78,5.07,54916
Campanha_231,Filme_7845,0,45412.95,767729,LinkedIn,217032.37,3.45,54497
Campanha_8852,Filme_8078,16,48187.47,525276,Twitter,265222.03,6.04,77621
Campanha_5629,Filme_8153,0,32423.92,265435,LinkedIn,31501.72,1.48,12220
Campanha_8272,Filme_2299,12,23831.03,254429,Instagram,31554.89,5.82,26524
Campanha_1383,Filme_6333,10,42526.16,312558,Twitter,101891.78,7.07,18053
Campanha_3225,Filme_4404,10,5293.65,36107,Google Ads,7241.09,3.79,5776
Campanha_482,Filme_277,10,4986.16,973458,Instagram,2745.82,6.86,70969
Campanha_4999,Filme_5557,0,8655.29,766943,LinkedIn,85424.93,7.86,123909
Campanha_6385,Filme_231,10,13652.26,312010,Facebook,33600.17,6.9,11085
Campanha_9054,Filme_1891,18,42338.99,486130,LinkedIn,373893.52,3.42,56094
Campanha_9405,Filme_6553,0,42471.04,394534,Facebook,307891.09,4.87,75267
Campanha_4756,Filme_4564,12,6868.97,695414,Twitter,64616.4,5.81,50873
Campanha_3924,Filme_7847,18,6288.89,948229,Instagram,10299.3,2.55,26197
Campanha_3222,Filme_9654,16,33034.33,882943,Google Ads,46122.38,7.24,31109
Campanha_4671,Filme_6582,18,6069.65,774859,LinkedIn,18406.65,7.98,65177
Campanha_1979,Filme_8980,10,34808.63,995987,YouTube,297554.78,0.76,100749
Campanha_146,Filme_8806,10,24494.7,158859,YouTube,229747.79,9.32,16004
Campanha_7413,Filme_6458,0,5998.25,503588,Google Ads,37392.29,3.71,10053
Campanha_1651,Filme_3500,18,30715.68,716915,Instagram,205449.21,0.22,124603
Campanha_3405,Filme_5602,10,14788.06,720773,Google Ads,71052.11,3.08,142476
Campanha_7831,Filme_4568,16,17047.85,811395,Google Ads,25694.55,9.67,99079
Campanha_678,Filme_2657,10,47999.15,960943,Facebook,52037.81,5.17,115839
Campanha_4960,Filme_3620,16,30570.38,744277,Instagram,173700.29,0.74,140640
Campanha_6361,Filme_6159,12,20309.22,859150,Twitter,140683.33,8.93,148297
Campanha_7894,Filme_3051,14,12061.34,868662,YouTube,15806.37,3.44,151363
Campanha_3545,Filme_5303,0,40238.84,171979,LinkedIn,385667.48,9.6,18160
Campanha_6098,Filme_3009,0,1324.28,671447,YouTube,8926.3,8.82,131889
Campanha_8941,Filme_2880,14,3336.58,814010,LinkedIn,8079.24,2.43,56832
Campanha_8475,Filme_6552,12,35101.78,663907,Instagram,197362.75,9.51,75185
Campanha_3414,Filme_9363,10,9605.05,952749,YouTube,68097.12,1.66,127140
Campanha_8383,Filme_438,10,31204.37,756645,Instagram,113799.78,6.33,139068
Campanha_5503,Filme_2083,16,48702.61,714475,Twitter,371779.66,4.93,126747
Campanha_7660,Filme_3235,18,16618.37,605985,Instagram,17186.22,8.98,27098
Campanha_4835,Filme_8644,18,13084.37,171903,Google Ads,13524.32,9.95,6370
Campanha_2579,Filme_1900,10,37509.17,988195,Google Ads,336826.87,2.73,132057
Campanha_3232,Filme_1218,0,13104.79,318351,Google Ads,108658.91,1.68,14595
Campanha_1559,Filme_9784,14,44803.1,550423,Instagram,389206.97,3.72,64447
Campanha_7142,Filme_790,10,38230.15,968287,Facebook,141314.34,8.42,52037
Campanha_385,Filme_1982,18,49786.35,422692,Instagram,174904.05,4.64,72761
Campanha_8939,Filme_5500,18,12327.81,180424,LinkedIn,114358.73,7.36,21781
Campanha_2282,Filme_3859,16,25415.1,327145,Facebook,27222.34,2.19,12409
Campanha_4678,Filme_4394,10,41844.0,110299,Facebook,73775.5,1.18,12344
Campanha_9052,Filme_4299,0,23515.11,221202,Facebook,71681.32,9.22,41109
Campanha_5685,Filme_697,16,47237.93,520877,Google Ads,312027.04,2.87,60047
Campanha_3826,Filme_9214,14,32029.7,258272,Google Ads,91068.02,1.14,35741
Campanha_8413,Filme_7661,12,29543.64,276277,Instagram,70626.73,5.48,21135
Campanha_1459,Filme_8245,12,30107.81,179038,LinkedIn,261133.37,7.56,2083
Campanha_4348,Filme_2497,14,20223.88,182979,Instagram,118391.51,1.15,30573
Campanha_3448,Filme_8316,10,12155.26,720840,LinkedIn,91877.22,6.57,40478
Campanha_4851,Filme_4116,12,31951.57,349586,Instagram,124533.49,1.36,21708
Campanha_4673,Filme_8294,18,16611.06,885093,Twitter,51667.3,4.38,103378
Campanha_8838,Filme_5054,14,40886.02,334304,YouTube,322799.45,9.48,57453
Campanha_4336,Filme_2413,10,43783.98,758605,Google Ads,89394.55,9.6,124592
Campanha_394,Filme_4586,10,46069.02,246907,Instagram,408329.34,1.73,40295
Campanha_4216,Filme_4296,18,17048.86,861168,Instagram,124795.0,6.23,56955
Campanha_3532,Filme_8973,0,16415.65,150708,Google Ads,81405.82,1.67,19157
Campanha_2602,Filme_8323,12,28386.67,336244,Google Ads,242379.49,9.76,29749
Campanha_2197,Filme_2698,0,40375.0,296614,LinkedIn,240325.9,7.42,43241
Campanha_2347,Filme_7760,0,4888.31,256030,LinkedIn,24896.19,10.0,17051
Campanha_1788,Filme_5431,16,35405.58,82900,Google Ads,45810.8,3.93,7413
Campanha_8140,Filme_378,0,4182.3,239692,LinkedIn,20696.41,3.92,23005
Campanha_882,Filme_7761,14,36509.25,331299,Google Ads,233855.27,0.68,6244
Campanha_2611,Filme_9952,16,27327.93,813422,LinkedIn,127722.81,4.08,80357
Campanha_9866,Filme_8544,18,13634.47,476001,YouTube,133392.06,6.49,12727
Campanha_9220,Filme_5330,14,39477.83,408219,Facebook,344380.2,7.28,73379
Campanha_1670,Filme_4737,16,36587.13,450494,Twitter,107736.17,8.42,67463
Campanha_2943,Filme_8130,10,29643.92,94932,YouTube,224213.3,5.17,9808
Campanha_8224,Filme_1166,12,18734.33,361365,Twitter,21701.54,9.44,29941
Campanha_4539,Filme_6207,10,49414.16,63725,YouTube,419971.62,1.26,1590
Campanha_7780,Filme_4790,12,45455.69,556915,LinkedIn,104613.01,2.17,79024
Campanha_432,Filme_4667,16,28949.2,873808,LinkedIn,234620.43,0.72,37043
Campanha_8694,Filme_7957,12,6182.17,176651,Google Ads,18450.01,4.71,23738
Campanha_939,Filme_8379,0,9357.29,278160,Instagram,7226.24,4.37,54833
Campanha_5263,Filme_9403,12,48693.0,800702,LinkedIn,416374.56,5.99,146673
Campanha_93,Filme_6669,0,17871.67,716672,Facebook,177738.33,6.45,114009
Campanha_5928,Filme_9988,18,19617.76,504859,Google Ads,89323.87,6.7,9056
Campanha_7558,Filme_776,10,16332.43,441339,YouTube,58530.84,8.71,78261
Campanha_4197,Filme_3982,10,19275.26,770330,LinkedIn,65599.49,2.61,69014
Campanha_6031,Filme_6757,16,45061.9,968383,Twitter,317166.99,5.44,117355
Campanha_4114,Filme_7528,12,7795.62,373144,LinkedIn,37176.97,6.19,68214
Campanha_3662,Filme_965,16,12472.85,508960,LinkedIn,107085.94,1.47,45355
Campanha_6644,Filme_1076,0,12430.06,533975,Twitter,55811.18,5.09,81645
Campanha_953,Filme_1982,18,25502.94,312571,Twitter,92709.81,8.36,43745
Campanha_2277,Filme_3085,0,2505.52,256255,YouTube,5335.7,8.02,21700
Campanha_4457,Filme_138,10,26926.25,258556,Facebook,122030.05,3.32,31435
Campanha_3861,Filme_4215,14,3200.07,975611,Google Ads,2344.73,5.52,160581
Campanha_2845,Filme_3351,0,2972.88,958645,Facebook,22400.1,0.62,55010
Campanha_2906,Filme_2786,16,30605.49,215526,Twitter,63367.94,8.08,9982
Campanha_5584,Filme_7728,16,36170.28,365781,YouTube,251201.58,6.74,54446
Campanha_9534,Filme_4989,10,8947.5,95506,Twitter,19612.78,4.6,6961
Campanha_6625,Filme_732,10,39554.31,586836,Instagram,258837.56,6.78,19953
Campanha_7563,Filme_8608,12,10731.58,372906,Instagram,44225.71,2.21,21553
Campanha_8629,Filme_9281,10,4261.55,814993,Instagram,30485.36,5.57,97568
Campanha_8407,Filme_8972,0,19469.33,526912,Instagram,20728.73,9.57,37247
Campanha_598,Filme_3470,12,28830.33,444364,Facebook,131537.77,4.0,43035
Campanha_399,Filme_6602,10,40455.1,784339,Twitter,318241.58,5.2,11687
Campanha_402,Filme_7779,14,41053.34,404848,Facebook,179587.77,4.92,53543
Campanha_558,Filme_7111,16,36455.38,219505,Facebook,130099.0,5.36,11863
Campanha_9297,Filme_7720,12,14154.36,57967,Google Ads,70500.26,6.7,8119
Campanha_3397,Filme_5091,10,6171.66,713902,Instagram,33261.01,9.79,35656
Campanha_210,Filme_8514,12,16873.05,258745,Facebook,51228.13,9.55,22692
Campanha_6677,Filme_3102,0,47458.46,290737,YouTube,282418.6,9.17,14401
Campanha_1753,Filme_647,12,16718.94,599445,Twitter,138690.1,6.65,74305
Campanha_5787,Filme_5550,10,13424.36,101241,YouTube,125363.12,7.32,6604
Campanha_8035,Filme_4905,16,36433.32,206127,Google Ads,199871.44,0.96,20771
Campanha_7138,Filme_1133,16,33645.11,906300,Google Ads,290660.92,3.48,104815
Campanha_156,Filme_6449,12,3807.25,807320,Twitter,11768.41,2.82,11668
Campanha_9153,Filme_278,14,37141.74,982932,YouTube,149604.45,8.47,69941
Campanha_7745,Filme_8630,10,22136.16,298555,LinkedIn,107856.13,7.89,33583
Campanha_988,Filme_4517,16,11758.73,120892,Google Ads,40245.23,6.84,1898
Campanha_595,Filme_5875,18,42406.45,898664,Google Ads,263161.98,7.43,134759
Campanha_8846,Filme_8681,10,47882.91,805099,LinkedIn,447055.22,8.32,99803
Campanha_409,Filme_7333,0,23412.59,390567,Google Ads,37144.77,2.84,57948
Campanha_713,Filme_1668,10,29205.74,341351,Twitter,106384.46,2.5,45434
Campanha_679,Filme_8192,12,11051.77,252405,Google Ads,21693.71,5.14,3451
Campanha_2412,Filme_8577,16,46420.53,821341,Instagram,25216.47,7.97,60019
Campanha_8914,Filme_4743,0,23933.44,298071,Facebook,80850.55,9.71,11880
Campanha_8162,Filme_7949,0,10238.76,774615,Twitter,89718.78,5.23,154821
Campanha_9375,Filme_9684,0,5977.9,54543,Instagram,42379.84,4.74,2873
Campanha_1130,Filme_5848,12,34903.85,804668,Instagram,65763.4,0.71,20052
Campanha_7470,Filme_1464,12,36125.82,666409,Instagram,128606.32,0.52,93337
Campanha_7184,Filme_1600,18,21695.61,891276,YouTube,38955.08,9.17,51979
Campanha_4509,Filme_9001,10,44213.56,718939,Twitter,327705.34,2.56,24160
Campanha_3849,Filme_1663,14,13329.52,479578,LinkedIn,45668.69,8.29,29136
Campanha_4358,Filme_5644,0,45445.05,687354,Google Ads,191638.03,8.11,18687
Campanha_1361,Filme_9798,14,6712.44,758427,Instagram,21079.01,9.0,78590
Campanha_8636,Filme_9367,14,21158.67,621386,LinkedIn,40228.09,2.21,77257
Campanha_878,Filme_4221,14,31737.85,432032,Twitter,273307.31,4.37,26772
Campanha_2998,Filme_928,0,40808.96,597992,LinkedIn,324076.28,0.4,79060
Campanha_6537,Filme_4536,14,12469.26,204796,YouTube,7993.49,4.13,9534
Campanha_4972,Filme_406,16,15204.15,610389,Instagram,118211.34,7.26,86098
Campanha_1832,Filme_898,0,48079.52,717481,YouTube,24062.3,5.72,79170
Campanha_6334,Filme_3292,12,36851.08,105359,YouTube,348971.59,2.85,20485
Campanha_39,Filme_3312,16,47582.58,352308,Twitter,227248.09,0.75,16268
Campanha_8648,Filme_6416,10,9708.73,800995,Google Ads,36067.9,5.89,117727
Campanha_9355,Filme_2756,0,45483.06,335326,YouTube,294246.88,0.68,60057
Campanha_7002,Filme_1793,14,14814.74,437748,Google Ads,43698.98,2.07,59893
Campanha_4778,Filme_6845,0,24097.83,952456,Instagram,234360.85,0.4,45158
Campanha_3275,Filme_8539,14,3980.09,243543,LinkedIn,35655.48,2.72,34479
Campanha_3354,Filme_5740,0,14970.57,627220,Twitter,103424.99,4.63,102690
Campanha_6844,Filme_5961,0,32231.12,358913,Facebook,125191.12,0.31,8804
Campanha_9770,Filme_2291,0,48266.22,273054,Instagram,346953.14,0.71,52724
