nome,titulo,faixa_etaria,budget_total,expectativa_alcance,canal_marketing,roi,cpc,numero_conversoes
Campanha_5131,Filme_5634,10,70926.44,9300,Twitter,36127.23,1.67,851
Campanha_1131,Filme_9631,10,38597.77,4322,Twitter,71235.21,2.04,797
Campanha_372,Filme_8967,14,93938.03,8582,LinkedIn,15267.93,4.45,1051
Campanha_8389,Filme_9466,16,12162.73,1609,Twitter,9752.43,1.2,280
Campanha_5981,Filme_3679,18,47190.97,9125,YouTube,24774.46,4.0,237
Campanha_7899,Filme_200,0,41096.5,8849,Facebook,28275.62,2.37,1538
Campanha_1618,Filme_7058,18,48539.44,8386,Instagram,70517.0,2.62,709
Campanha_3748,Filme_3336,10,177319.59,18094,LinkedIn,30398.32,3.87,2537
Campanha_2323,Filme_3995,10,139717.4,11740,LinkedIn,89228.82,3.97,263
Campanha_4166,Filme_892,10,193642.68,17458,LinkedIn,46597.8,3.91,2471
Campanha_3137,Filme_7404,0,73074.55,11431,Instagram,20988.77,2.51,468
Campanha_2248,Filme_795,14,24980.81,4239,Google Ads,18387.04,3.46,245
Campanha_5746,Filme_4371,14,182244.03,19249,LinkedIn,123914.31,3.21,380
Campanha_6665,Filme_9688,18,52728.46,6416,Twitter,89080.44,1.89,589
Campanha_4584,Filme_9393,10,166215.21,15543,LinkedIn,34433.98,3.78,247
Campanha_9917,Filme_520,16,83086.59,13217,Facebook,62140.37,3.13,283
Campanha_8997,Filme_3186,14,104213.27,11285,LinkedIn,63892.91,4.12,775
Campanha_6899,Filme_5300,14,61400.14,10947,Facebook,53204.72,3.4,1858
Campanha_8450,Filme_9252,14,113134.6,19427,Facebook,107138.63,3.64,3234
Campanha_5768,Filme_5919,16,174510.88,31291,YouTube,111650.05,3.39,1120
Campanha_8923,Filme_5748,12,16330.27,3095,Facebook,4221.93,3.35,331
Campanha_4267,Filme_551,14,28633.59,3700,Instagram,14826.44,2.95,134
Campanha_9669,Filme_2367,0,18606.0,2906,Instagram,18361.62,2.02,440
Campanha_9976,Filme_7135,12,90670.3,16647,Google Ads,27066.9,3.71,2690
Campanha_6175,Filme_8301,12,92576.61,14901,Google Ads,53740.53,2.91,743
Campanha_6742,Filme_7268,16,51479.26,5225,Twitter,93571.11,1.9,650
Campanha_3291,Filme_9095,18,71219.55,12777,Instagram,54360.5,1.81,449
Campanha_8879,Filme_2007,16,194013.7,23252,LinkedIn,131240.82,3.96,2158
Campanha_1788,Filme_5514,12,29523.51,3195,Twitter,32193.45,1.86,462
Campanha_211,Filme_5579,16,61471.97,5098,LinkedIn,43726.38,5.85,755
Campanha_1289,Filme_3673,14,87130.36,15415,Google Ads,80412.14,2.66,904
Campanha_7495,Filme_3443,12,92431.94,14776,Instagram,32658.49,2.04,533
Campanha_1857,Filme_7397,12,63699.04,11036,Google Ads,13787.3,4.27,186
Campanha_9530,Filme_5272,0,76376.96,7126,LinkedIn,48015.4,4.33,597
Campanha_7399,Filme_6619,0,71844.31,11975,Instagram,22209.51,1.61,2167
Campanha_4268,Filme_9492,10,71419.63,7415,Twitter,80549.96,1.38,206
Campanha_3412,Filme_2126,0,85073.94,12308,Instagram,28548.85,2.37,1505
Campanha_6120,Filme_5673,16,134501.01,16022,LinkedIn,23638.04,5.21,1471
Campanha_2605,Filme_4266,18,49103.69,9580,Facebook,36898.99,3.58,1179
Campanha_9310,Filme_8348,18,99191.23,16118,Facebook,22036.98,3.59,1806
Campanha_7579,Filme_7798,12,127361.23,22379,Google Ads,56018.5,3.91,3782
Campanha_578,Filme_9092,0,40348.34,4161,Twitter,18681.58,1.47,421
Campanha_2425,Filme_97,16,104428.34,9649,LinkedIn,30389.3,3.22,769
Campanha_4481,Filme_1420,14,50309.24,7324,Instagram,57105.64,2.39,121
Campanha_1634,Filme_3952,14,36555.82,4710,Twitter,46245.57,1.34,827
Campanha_5033,Filme_1666,0,198791.12,19053,LinkedIn,104330.22,3.77,494
Campanha_8218,Filme_5452,0,117600.41,23248,Google Ads,51006.4,3.82,884
Campanha_83,Filme_1156,16,30699.32,6326,Google Ads,20217.79,3.5,425
Campanha_5155,Filme_2247,12,26947.37,3918,Instagram,23690.55,2.48,269
Campanha_8159,Filme_8213,18,68937.29,16469,Google Ads,13759.84,3.39,1802
Campanha_146,Filme_4674,10,174126.48,15388,LinkedIn,118467.19,5.3,1255
Campanha_3410,Filme_7590,0,108403.8,26003,Google Ads,47255.67,4.21,2550
Campanha_1555,Filme_6365,18,146591.15,34650,Google Ads,116781.55,3.33,6654
Campanha_4303,Filme_1064,16,67961.77,9532,Twitter,47917.83,1.98,632
Campanha_518,Filme_907,10,61672.05,8147,Twitter,84330.86,1.96,1060
Campanha_423,Filme_3422,12,13514.3,1452,Twitter,14163.36,1.38,122
Campanha_314,Filme_9766,18,69396.35,14366,YouTube,56222.33,5.02,247
Campanha_632,Filme_1269,18,170228.21,17323,LinkedIn,69303.74,3.52,3195
Campanha_921,Filme_4084,12,72119.05,8127,Twitter,82041.63,2.09,575
Campanha_1129,Filme_3570,18,91822.05,19269,Facebook,34197.85,3.47,514
Campanha_9823,Filme_7963,0,95647.08,18508,Google Ads,93339.59,3.72,2818
Campanha_6940,Filme_8794,10,110367.17,11922,LinkedIn,33703.5,3.97,985
Campanha_7590,Filme_5532,10,19283.25,2008,Twitter,10758.38,1.67,55
Campanha_9119,Filme_4971,14,35914.84,6343,Instagram,49184.05,2.64,1073
Campanha_4861,Filme_1752,12,51125.87,4535,LinkedIn,35815.4,4.39,556
Campanha_5152,Filme_3212,10,92892.11,11359,Instagram,67449.93,2.43,1458
Campanha_90,Filme_570,12,53031.67,6774,Twitter,60840.8,1.68,255
Campanha_2818,Filme_9597,0,165585.4,16871,LinkedIn,66919.1,4.4,1156
Campanha_1044,Filme_6984,18,44577.27,10354,YouTube,12206.65,3.88,925
Campanha_7571,Filme_4377,16,120279.29,22024,YouTube,18934.63,4.18,3238
Campanha_5394,Filme_6375,0,106089.51,23280,YouTube,76687.28,3.04,3940
Campanha_3176,Filme_2211,14,161565.41,15429,LinkedIn,26021.74,5.57,2429
Campanha_7436,Filme_4469,18,30866.27,6537,Facebook,17790.34,3.18,993
Campanha_5009,Filme_3759,16,35609.67,4583,Instagram,13869.43,2.84,636
Campanha_5495,Filme_5054,12,113508.48,10152,LinkedIn,53367.1,4.33,973
Campanha_7570,Filme_5101,0,80033.23,12686,Facebook,65346.3,2.34,1997
Campanha_7805,Filme_4848,0,44183.81,7943,Instagram,36408.68,1.77,986
Campanha_1814,Filme_121,0,28624.56,4606,Google Ads,9246.9,4.02,48
Campanha_4349,Filme_4850,18,50480.59,11025,Google Ads,13784.34,2.72,2178
Campanha_8137,Filme_1357,16,33684.78,3610,Twitter,47762.55,1.48,541
Campanha_2138,Filme_8253,0,109369.44,26302,YouTube,28581.67,3.95,3349
Campanha_8470,Filme_5508,0,110216.44,21602,Facebook,113142.7,2.4,3069
Campanha_6041,Filme_495,0,174358.61,36586,YouTube,54305.4,5.1,4330
Campanha_4782,Filme_5407,10,46469.3,6941,Facebook,27279.71,3.41,1324
Campanha_368,Filme_1258,10,47517.63,6274,Twitter,34488.73,2.19,1008
Campanha_674,Filme_2892,0,124213.66,24010,Facebook,101460.45,3.07,257
Campanha_183,Filme_880,10,39583.56,9443,Google Ads,8952.52,3.65,1019
Campanha_1378,Filme_6240,12,138946.39,11840,LinkedIn,50898.37,5.25,1055
Campanha_5653,Filme_4666,14,116142.4,13662,LinkedIn,63847.59,5.65,1540
Campanha_8133,Filme_1853,18,67050.77,13871,YouTube,12327.43,3.28,1225
Campanha_4489,Filme_7277,0,52676.98,9245,Google Ads,48025.08,2.84,1020
Campanha_175,Filme_7369,16,125971.73,24583,YouTube,20044.65,5.13,3698
Campanha_60,Filme_1332,14,74529.8,8656,LinkedIn,38541.79,3.58,683
Campanha_6451,Filme_3053,0,85292.76,12182,Instagram,84671.89,2.59,2038
Campanha_9258,Filme_2102,14,17259.52,2245,Instagram,23590.83,2.24,326
Campanha_1056,Filme_6393,0,140123.66,23927,Google Ads,70457.85,2.9,404
Campanha_4316,Filme_6178,12,84994.47,13832,Google Ads,76705.24,4.02,2187
Campanha_8810,Filme_7962,18,63747.3,10482,Facebook,73934.1,3.63,780
Campanha_428,Filme_2954,12,69543.96,7175,Twitter,84937.92,2.15,373
Campanha_4088,Filme_9859,16,10943.94,1385,Instagram,5274.85,2.2,26
Campanha_2769,Filme_5982,10,41257.52,5861,Instagram,25265.72,2.99,1169
Campanha_475,Filme_4798,0,122974.51,27921,Google Ads,37144.12,2.71,4180
Campanha_8068,Filme_3850,14,19887.33,1910,Twitter,32189.22,1.45,302
Campanha_5614,Filme_30,0,46540.6,10735,YouTube,24997.02,4.66,1674
Campanha_12,Filme_6101,18,38170.33,7007,Google Ads,34234.91,3.44,129
Campanha_9643,Filme_791,0,65360.82,9740,Instagram,85028.15,2.86,133
Campanha_9567,Filme_8496,14,68634.17,10741,Facebook,66638.62,3.01,329
Campanha_8518,Filme_139,14,123732.64,29165,Google Ads,78728.54,3.05,379
Campanha_136,Filme_9352,18,35518.02,5947,Instagram,11112.46,1.74,723
Campanha_3400,Filme_4181,10,12878.7,1751,Twitter,16796.41,1.23,241
Campanha_9849,Filme_6083,0,15505.26,2175,Twitter,16342.67,1.98,215
Campanha_9487,Filme_1780,0,81399.16,16421,Google Ads,50022.73,3.55,482
Campanha_3514,Filme_8957,0,170088.09,39793,YouTube,76953.51,3.05,934
Campanha_5829,Filme_977,14,99427.59,17971,Facebook,39288.97,2.28,317
Campanha_6068,Filme_94,18,20991.67,1976,LinkedIn,13848.35,4.07,165
Campanha_662,Filme_451,14,31716.58,6205,Facebook,24192.56,2.99,1174
Campanha_4709,Filme_2075,16,114119.57,27864,YouTube,54104.54,5.13,1140
Campanha_2709,Filme_7307,0,68355.48,6713,Twitter,58881.45,2.13,948
Campanha_1856,Filme_6608,18,67050.51,11516,Google Ads,30572.96,3.76,1722
Campanha_2471,Filme_1379,18,140349.3,14986,LinkedIn,91615.29,4.33,2337
Campanha_4059,Filme_1211,16,26974.77,3193,LinkedIn,5438.38,4.98,386
Campanha_5806,Filme_5540,10,93459.81,11980,Instagram,99068.39,2.58,1272
Campanha_881,Filme_6703,14,14996.26,2146,Instagram,14688.63,2.43,288
Campanha_7375,Filme_7148,12,94300.8,20993,Google Ads,19151.22,4.37,3452
Campanha_7675,Filme_1135,14,147011.06,34053,Google Ads,117565.05,2.89,5854
Campanha_6719,Filme_4049,0,112005.85,12205,LinkedIn,60848.36,3.67,2187
Campanha_2136,Filme_256,10,17105.98,3129,Facebook,9454.21,3.49,477
Campanha_4977,Filme_1094,12,46293.39,8209,YouTube,19399.2,4.66,436
Campanha_7686,Filme_7072,16,44874.9,6068,Twitter,64139.37,1.41,630
Campanha_359,Filme_7638,16,26494.68,5642,Facebook,11113.32,2.23,256
Campanha_8769,Filme_7476,10,75862.93,13418,Instagram,31001.64,1.63,711
Campanha_71,Filme_8254,16,22307.54,2225,LinkedIn,5498.95,5.33,369
Campanha_9705,Filme_6874,0,85256.8,16698,Facebook,85328.77,2.2,1670
Campanha_8470,Filme_8492,12,69055.67,13335,Facebook,35542.35,3.34,2627
Campanha_8556,Filme_9876,18,21181.94,2181,Twitter,42044.31,1.24,381
Campanha_2942,Filme_6982,18,64559.46,6815,Twitter,107851.06,1.57,988
Campanha_2202,Filme_7576,18,70758.72,8607,Instagram,83283.99,2.35,451
Campanha_9508,Filme_593,16,71765.31,7873,Twitter,59882.27,2.21,1438
Campanha_6703,Filme_5826,12,24482.54,3228,Instagram,11867.47,2.95,231
Campanha_5931,Filme_610,0,92100.43,21632,Google Ads,24163.95,2.5,3055
Campanha_5052,Filme_9144,16,183788.21,14891,LinkedIn,106192.1,5.79,2351
Campanha_9382,Filme_7975,10,71684.13,7250,Twitter,57772.31,1.46,605
Campanha_6417,Filme_8183,18,25393.82,2568,Twitter,21093.37,2.08,382
Campanha_8537,Filme_3703,18,56555.8,6514,Twitter,21092.99,2.02,689
Campanha_3944,Filme_7464,0,68965.95,7216,Twitter,97405.33,2.18,1134
Campanha_2283,Filme_229,12,61913.51,6224,Twitter,86505.68,2.04,1106
Campanha_3898,Filme_568,10,30656.45,4626,Instagram,20061.55,1.96,391
Campanha_6204,Filme_8830,0,49856.33,6997,Instagram,38997.07,2.43,219
Campanha_3213,Filme_4187,0,65478.38,5241,LinkedIn,19709.94,4.14,217
Campanha_3905,Filme_4435,16,72350.84,16617,Google Ads,25629.23,4.04,3012
Campanha_8193,Filme_5925,14,51423.34,5947,LinkedIn,15504.45,4.95,565
Campanha_9818,Filme_7866,10,27824.39,5528,YouTube,23025.98,2.9,943
Campanha_4717,Filme_3585,16,178558.23,15617,LinkedIn,94669.15,3.66,1380
Campanha_6141,Filme_2511,12,46557.84,6398,Twitter,54283.36,1.77,605
Campanha_7863,Filme_493,14,43536.19,7139,Instagram,27852.47,2.49,527
Campanha_3547,Filme_4793,18,43649.98,5976,Twitter,29778.69,1.98,177
Campanha_2890,Filme_1819,0,14210.82,2516,Instagram,15222.58,1.79,458
Campanha_2001,Filme_5709,12,76826.59,13482,Facebook,26136.36,3.1,1688
Campanha_1361,Filme_1847,16,121506.22,27109,Google Ads,48152.49,3.01,3408
Campanha_3715,Filme_5784,12,69127.99,10226,Instagram,61493.02,1.7,1539
Campanha_1544,Filme_4415,18,97317.35,16741,Facebook,28977.49,2.15,1270
Campanha_9225,Filme_9367,0,190093.27,17257,LinkedIn,81782.61,3.2,1455
Campanha_2926,Filme_7873,18,98691.3,20380,Facebook,32629.42,2.13,2716
Campanha_2057,Filme_3921,0,60852.18,14752,YouTube,44521.74,5.24,2835
Campanha_4778,Filme_9077,10,67522.76,10306,Instagram,93148.07,1.73,1318
Campanha_8158,Filme_6830,12,143724.9,27055,YouTube,95221.68,4.56,2433
Campanha_7394,Filme_7462,10,56236.65,11255,Facebook,32998.49,3.51,1671
Campanha_7380,Filme_7367,10,83256.47,12898,Instagram,53906.43,1.67,1617
Campanha_8129,Filme_3852,10,157865.39,30991,YouTube,43071.47,4.51,3198
Campanha_5242,Filme_7932,10,54451.42,9247,Facebook,63138.62,2.99,1029
Campanha_9004,Filme_7829,18,23536.39,3464,Instagram,34741.47,2.99,301
Campanha_831,Filme_4880,18,89667.38,14409,Instagram,78945.99,1.67,2247
Campanha_4328,Filme_8684,10,157516.59,13094,LinkedIn,109113.37,4.67,1533
Campanha_183,Filme_3988,10,70941.14,14267,Facebook,62547.03,2.31,2628
Campanha_4387,Filme_5262,16,67718.46,8953,Twitter,70457.43,1.73,1677
Campanha_4801,Filme_5701,14,26313.79,4215,Facebook,19667.8,2.71,87
Campanha_4284,Filme_6521,16,25240.91,5346,Google Ads,18918.57,3.29,742
Campanha_6578,Filme_168,12,39896.79,5597,Twitter,63435.07,1.9,848
Campanha_9404,Filme_9448,16,121851.33,10916,LinkedIn,57888.26,3.47,203
Campanha_2425,Filme_4213,16,139119.61,31626,YouTube,104721.68,3.44,5578
Campanha_1533,Filme_6369,10,86463.26,12872,Instagram,27429.25,1.86,459
Campanha_6137,Filme_9092,12,142070.87,27412,Google Ads,108252.87,2.64,3473
Campanha_2679,Filme_2713,14,161398.25,19349,LinkedIn,85269.64,3.33,2653
Campanha_8902,Filme_8390,14,105263.63,17045,Facebook,58029.37,2.46,1130
Campanha_4138,Filme_7641,12,131937.55,15639,LinkedIn,77942.93,5.52,268
Campanha_8699,Filme_666,16,33278.51,5916,Facebook,29003.65,3.15,470
Campanha_4988,Filme_9798,12,87086.19,10025,LinkedIn,41373.25,5.3,1215
Campanha_2841,Filme_7040,12,130775.27,14558,LinkedIn,83285.48,5.8,2677
Campanha_7594,Filme_894,10,84660.72,11674,Instagram,29858.43,2.0,2141
Campanha_2978,Filme_8857,16,140948.32,11484,LinkedIn,101405.6,4.87,2219
Campanha_3596,Filme_324,0,120278.12,24221,Facebook,87059.08,2.82,1268
Campanha_6231,Filme_6108,16,158344.15,17376,LinkedIn,63162.75,5.81,2076
Campanha_6607,Filme_9669,10,91745.72,13045,Instagram,102026.26,1.91,666
Campanha_9795,Filme_458,16,15375.0,2216,Facebook,6409.65,2.18,248
Campanha_4382,Filme_5469,12,75989.21,14645,Google Ads,18104.84,2.88,988
Campanha_6061,Filme_3168,18,40946.35,8492,Google Ads,19379.33,2.54,1531
Campanha_6219,Filme_6177,12,100348.56,23616,YouTube,16872.6,3.72,546
Campanha_1523,Filme_7594,14,85512.4,15059,YouTube,67108.23,4.62,374
Campanha_6936,Filme_1438,14,62582.32,15920,YouTube,39871.46,2.95,2228
Campanha_4434,Filme_6441,16,34959.1,4118,Twitter,18025.51,2.21,529
Campanha_8898,Filme_4228,18,34950.29,3920,Twitter,11725.23,2.14,605
Campanha_3979,Filme_1887,18,28608.14,6460,Google Ads,11774.43,4.41,850
Campanha_6517,Filme_3983,10,84021.31,15052,Instagram,97108.14,2.12,1567
Campanha_8607,Filme_6774,14,144094.02,14699,LinkedIn,33596.99,3.8,2617
Campanha_49,Filme_3970,14,88017.77,12818,Facebook,53545.54,2.69,1347
Campanha_184,Filme_5589,0,72662.25,11595,Facebook,59933.55,2.77,1290
Campanha_5030,Filme_9370,16,18805.66,3093,Facebook,12644.95,3.31,205
Campanha_3396,Filme_2542,0,60239.04,8628,Instagram,69800.87,2.55,254
Campanha_1869,Filme_8606,0,107887.11,16718,Facebook,70430.95,3.66,1211
Campanha_2771,Filme_7909,16,38825.46,3913,LinkedIn,26752.68,3.72,550
Campanha_1362,Filme_3360,18,33420.81,4657,Twitter,13174.54,1.91,554
Campanha_3311,Filme_776,0,19307.0,2655,Twitter,25872.37,2.17,154
Campanha_6156,Filme_735,16,27959.69,5480,Facebook,12258.61,3.1,676
Campanha_8002,Filme_7978,16,18586.71,2245,Twitter,15858.01,2.17,260
Campanha_606,Filme_1935,16,99268.2,15789,Instagram,59828.52,2.47,1244
Campanha_4951,Filme_9620,10,14806.72,1756,Twitter,26978.72,1.6,73
Campanha_9516,Filme_8861,16,186265.86,18686,LinkedIn,87913.54,4.93,264
Campanha_6021,Filme_6912,12,45970.11,7220,Instagram,42494.62,2.94,916
Campanha_1827,Filme_6265,0,161702.98,33060,YouTube,79452.56,3.31,4759
Campanha_1980,Filme_1855,10,169972.53,40130,YouTube,41680.99,3.75,2873
Campanha_6260,Filme_5907,12,35255.8,3927,Twitter,25395.72,1.8,514
Campanha_1269,Filme_4698,18,33076.93,4951,Instagram,16058.79,1.93,875
Campanha_4351,Filme_401,12,114548.82,22338,Facebook,113543.1,2.2,3951
Campanha_4381,Filme_5638,10,38637.63,6247,Instagram,20019.5,2.26,488
Campanha_3351,Filme_6390,14,19104.48,3750,Facebook,12975.9,3.54,423
Campanha_3440,Filme_6193,16,104451.17,8807,LinkedIn,28607.76,4.85,438
Campanha_3817,Filme_5494,14,98619.92,19210,YouTube,79778.63,4.06,3204
Campanha_2359,Filme_9358,14,32081.4,5241,Google Ads,19265.07,2.83,183
Campanha_8083,Filme_541,16,171829.25,40759,YouTube,53474.17,4.74,515
Campanha_4789,Filme_6625,18,36976.15,3488,LinkedIn,22200.86,4.44,387
Campanha_1043,Filme_958,16,125560.87,30135,YouTube,76138.37,5.2,5191
Campanha_9183,Filme_2652,12,64635.31,7392,Twitter,51277.09,1.79,290
Campanha_9078,Filme_5946,10,19151.74,2205,Twitter,12471.64,1.43,368
Campanha_5572,Filme_1397,12,160132.27,17988,LinkedIn,62231.01,5.19,2131
Campanha_8598,Filme_5922,16,60904.69,6113,Twitter,52389.11,1.7,727
Campanha_7968,Filme_8993,10,25701.34,4569,Instagram,14667.35,2.52,620
Campanha_743,Filme_7939,18,112894.81,17933,Facebook,90132.48,2.86,3304
Campanha_6759,Filme_6792,14,59090.25,10597,Instagram,47171.71,2.75,1048
Campanha_7055,Filme_9021,0,29032.99,6640,Google Ads,14275.26,3.14,304
Campanha_5665,Filme_8369,18,119417.31,19563,Google Ads,78387.68,3.66,2661
Campanha_4814,Filme_7229,14,102332.92,19983,Facebook,43798.14,2.59,1669
Campanha_9947,Filme_5745,16,42774.96,6505,Instagram,15524.52,2.83,606
Campanha_2678,Filme_851,18,74900.22,14843,Google Ads,13889.81,4.23,2614
Campanha_2865,Filme_6703,16,102591.73,18120,YouTube,86438.23,4.95,1997
Campanha_328,Filme_6465,14,68015.63,11261,Google Ads,54180.01,2.73,2157
Campanha_657,Filme_2779,10,172871.43,14129,LinkedIn,28112.19,5.98,2026
Campanha_9154,Filme_9650,12,146368.0,28270,Google Ads,48355.13,2.7,1842
Campanha_9896,Filme_4300,10,95278.71,7853,LinkedIn,63114.16,3.21,768
Campanha_1186,Filme_5478,10,22692.45,4459,Google Ads,5007.82,3.91,275
Campanha_6850,Filme_9928,10,55402.83,10665,Facebook,15670.86,3.74,1860
Campanha_2344,Filme_9457,14,99324.64,18271,Google Ads,48808.59,3.42,1773
Campanha_9268,Filme_5666,0,77645.39,17796,Google Ads,26892.87,2.49,2384
Campanha_6305,Filme_7410,12,178385.83,15003,LinkedIn,74281.15,3.39,1020
Campanha_6418,Filme_1560,0,87993.76,16783,Facebook,83520.75,2.26,2218
Campanha_7172,Filme_5365,16,34510.25,7164,Facebook,14234.04,2.14,612
Campanha_4253,Filme_7550,12,87946.39,9739,LinkedIn,61830.5,5.23,1761
Campanha_9958,Filme_6574,10,51427.52,5683,LinkedIn,30957.87,4.71,727
Campanha_9208,Filme_2862,14,122962.46,25143,Facebook,147372.23,2.2,4999
Campanha_7777,Filme_1633,10,47559.18,5139,LinkedIn,29338.37,4.34,747
Campanha_898,Filme_1809,10,58770.13,7656,Twitter,65915.57,1.26,1145
Campanha_6482,Filme_3746,10,28018.33,3282,Twitter,33967.79,1.28,589
Campanha_4644,Filme_3741,12,79429.02,13333,Google Ads,57358.67,2.77,180
Campanha_370,Filme_6635,18,121494.58,11189,LinkedIn,81436.28,3.74,199
Campanha_6852,Filme_2220,0,33626.8,4376,Instagram,39857.31,2.73,370
Campanha_3782,Filme_4493,18,89639.87,11875,Instagram,123883.75,2.32,1044
Campanha_439,Filme_4873,12,93067.6,10947,LinkedIn,41994.27,5.09,1967
Campanha_4608,Filme_3966,18,29657.71,3654,Twitter,54389.53,1.88,342
Campanha_8086,Filme_3448,12,61813.99,10201,Instagram,33985.47,1.64,935
Campanha_2588,Filme_579,14,38078.1,5108,Twitter,15658.59,1.47,576
Campanha_8674,Filme_6924,12,114099.59,18663,Google Ads,72454.75,4.21,2697
Campanha_8334,Filme_3709,0,70704.04,7154,Twitter,71898.06,1.65,1134
Campanha_2081,Filme_6199,14,119993.42,28236,YouTube,95455.21,4.16,1843
Campanha_8644,Filme_3947,10,49994.06,6993,Instagram,26055.41,1.69,540
Campanha_1218,Filme_8154,10,96812.08,16715,Google Ads,42275.34,2.81,2915
Campanha_4814,Filme_7433,18,29892.03,4111,Twitter,39722.6,2.14,275
Campanha_6875,Filme_1333,0,124701.15,12120,LinkedIn,89300.22,4.0,650
Campanha_9074,Filme_5105,18,48918.1,9362,Facebook,40904.43,3.2,1112
Campanha_6289,Filme_2877,0,94930.41,20924,YouTube,58783.07,2.98,3099
Campanha_358,Filme_3202,10,131831.97,30069,Google Ads,116184.39,2.78,4094
Campanha_3519,Filme_4582,10,129015.7,26148,YouTube,96266.42,3.56,1969
Campanha_3625,Filme_655,14,36751.05,8164,YouTube,29928.54,3.42,747
Campanha_6958,Filme_556,18,9268.82,1308,Twitter,11881.15,1.36,142
Campanha_3126,Filme_3036,10,53235.31,4923,LinkedIn,32414.77,3.77,618
Campanha_5568,Filme_4171,18,162412.2,34221,YouTube,85485.34,3.91,5369
Campanha_2082,Filme_7184,14,50207.0,7521,Instagram,61400.04,2.9,328
Campanha_1918,Filme_893,12,91422.3,16562,Google Ads,87706.03,3.18,2019
Campanha_5372,Filme_3290,10,81214.06,10092,Instagram,47870.41,2.65,1094
Campanha_3175,Filme_7443,10,198420.74,19966,LinkedIn,69398.92,4.3,2390
Campanha_1454,Filme_2931,16,15811.37,2784,Instagram,10281.29,1.67,415
Campanha_907,Filme_5586,12,24323.08,5793,Google Ads,14165.78,2.99,585
Campanha_1678,Filme_8795,0,71513.08,17617,YouTube,57896.31,4.86,1416
Campanha_3469,Filme_1147,12,147495.59,14072,LinkedIn,90282.46,3.66,1977
Campanha_1853,Filme_4471,0,79172.66,11884,Instagram,34107.02,1.78,1579
Campanha_4428,Filme_7104,12,123147.41,14060,LinkedIn,21035.82,3.62,1112
Campanha_1203,Filme_8739,18,49617.47,6062,Instagram,20201.75,2.11,235
Campanha_4104,Filme_6157,0,51309.19,4428,LinkedIn,28813.52,5.35,810
Campanha_3487,Filme_8863,16,79774.17,8967,LinkedIn,48587.63,5.46,1053
Campanha_7771,Filme_1775,12,92010.46,14515,Facebook,94528.48,3.07,2800
Campanha_6287,Filme_8038,14,30150.99,4882,Facebook,30078.87,2.38,181
Campanha_118,Filme_4624,10,46904.68,9865,Facebook,21603.67,3.2,1273
Campanha_5022,Filme_4455,0,113042.46,21982,YouTube,82849.01,4.74,449
Campanha_5887,Filme_7768,10,31773.31,5111,Facebook,26240.59,2.77,497
Campanha_5957,Filme_4279,10,68011.15,14374,Facebook,40666.43,3.56,1156
Campanha_7537,Filme_1995,18,96166.39,13678,Instagram,143602.23,2.06,979
Campanha_3342,Filme_5596,16,103010.22,19595,Google Ads,24885.86,3.65,1480
Campanha_8914,Filme_4917,0,11696.22,2093,Instagram,4730.2,2.94,370
Campanha_4081,Filme_3277,14,14370.61,2718,Facebook,16525.24,3.52,144
Campanha_4284,Filme_8264,10,30606.62,3431,LinkedIn,10909.26,3.61,599
Campanha_5306,Filme_2219,0,58438.66,6325,Twitter,57193.21,1.48,982
Campanha_1023,Filme_658,12,117540.92,29049,YouTube,36555.64,4.54,4180
Campanha_930,Filme_5790,16,87083.03,16061,Google Ads,50755.33,3.37,1567
Campanha_7213,Filme_9686,16,54196.59,5244,Twitter,47997.0,1.8,379
Campanha_7860,Filme_2394,10,26332.0,3263,Twitter,18533.24,1.25,465
Campanha_1594,Filme_845,12,121192.42,26648,Google Ads,70130.11,2.91,4942
Campanha_7051,Filme_7599,18,102089.73,22590,Google Ads,64725.62,2.61,873
Campanha_615,Filme_1633,16,88378.44,11725,Instagram,106244.86,2.18,2079
Campanha_878,Filme_2998,10,120468.46,11906,LinkedIn,26338.26,4.02,1789
Campanha_9091,Filme_642,10,63973.59,9027,Twitter,109190.33,2.14,194
Campanha_4755,Filme_9378,10,194132.45,17856,LinkedIn,29132.12,5.73,1609
Campanha_2382,Filme_9257,14,153002.34,35309,YouTube,28930.37,4.64,3894
Campanha_3780,Filme_9819,14,112320.14,19756,Facebook,36986.65,2.4,2382
Campanha_3447,Filme_4319,16,41270.75,4587,Twitter,32565.57,1.38,424
Campanha_4216,Filme_1503,10,24795.91,4441,Instagram,30117.55,2.83,261
Campanha_5142,Filme_2059,18,13956.9,1431,Twitter,19174.58,1.6,43
Campanha_8817,Filme_1892,18,61453.16,9269,Instagram,56404.34,2.18,1539
Campanha_1436,Filme_8828,16,22143.05,3234,Instagram,32845.75,2.84,272
Campanha_2932,Filme_9344,18,116302.68,22228,Google Ads,22156.62,3.82,3202
Campanha_6257,Filme_89,14,69724.48,9865,Twitter,28886.27,2.21,465
Campanha_7103,Filme_3122,16,81250.12,13327,Facebook,30474.5,2.29,675
Campanha_8504,Filme_7945,14,76921.67,16685,YouTube,38884.12,3.03,3109
Campanha_738,Filme_9150,16,51964.26,9204,Facebook,54049.5,2.21,1660
Campanha_5662,Filme_7743,12,106831.9,27929,YouTube,20581.47,4.22,982
Campanha_2534,Filme_9637,10,62751.31,7176,Twitter,124739.72,1.52,101
